lof_csq_collapsed,Singletons,Expected_Singletons,N_variants,PS,MAPS,MAPS_Sem,downsampling,population
HC,199,1.1323e+02,307,6.4821e-01,2.7939e-01,2.7254e-02,10,global
HC,301,1.8279e+02,487,6.1807e-01,2.4274e-01,2.2016e-02,20,global
HC,547,3.1024e+02,846,6.4657e-01,2.7986e-01,1.6435e-02,50,global
HC,847,4.9184e+02,1284,6.5966e-01,2.7661e-01,1.3223e-02,100,global
HC,1225,7.0320e+02,1791,6.8398e-01,2.9135e-01,1.0986e-02,158,global
HC,1462,8.3334e+02,2122,6.8897e-01,2.9626e-01,1.0049e-02,200,global
HC,2629,1.5791e+03,3713,7.0805e-01,2.8275e-01,7.4614e-03,456,global
HC,2848,1.7202e+03,3999,7.1218e-01,2.8202e-01,7.1595e-03,500,global
HC,4906,3.1109e+03,6635,7.3941e-01,2.7055e-01,5.3889e-03,1000,global
HC,5115,3.2417e+03,6884,7.4303e-01,2.7213e-01,5.2665e-03,1047,global
HC,7492,5.0046e+03,10007,7.4868e-01,2.4856e-01,4.3362e-03,1736,global
HC,8330,5.6379e+03,11118,7.4924e-01,2.4214e-01,4.1108e-03,2000,global
HC,9593,6.5606e+03,12738,7.5310e-01,2.3806e-01,3.8206e-03,2419,global
HC,10140,6.9791e+03,13450,7.5390e-01,2.3501e-01,3.7141e-03,2604,global
HC,16537,1.1838e+04,21900,7.5511e-01,2.1457e-01,2.9058e-03,5000,global
HC,17305,1.2427e+04,22925,7.5485e-01,2.1280e-01,2.8411e-03,5316,global
HC,22491,1.6474e+04,30038,7.4875e-01,2.0033e-01,2.5026e-03,7647,global
HC,27299,2.0152e+04,36719,7.4346e-01,1.9463e-01,2.2791e-03,10000,global
HC,36241,2.6968e+04,49482,7.3241e-01,1.8739e-01,1.9902e-03,15000,global
HC,43942,3.2929e+04,61061,7.1964e-01,1.8035e-01,1.8177e-03,20000,global
HC,45113,3.3751e+04,62706,7.1944e-01,1.8119e-01,1.7941e-03,20744,global
HC,51100,3.8287e+04,71851,7.1119e-01,1.7833e-01,1.6908e-03,25000,global
HC,57376,4.3135e+04,81809,7.0134e-01,1.7408e-01,1.6001e-03,30000,global
HC,62021,4.6659e+04,89283,6.9466e-01,1.7206e-01,1.5413e-03,34029,global
HC,68381,5.1480e+04,99808,6.8513e-01,1.6934e-01,1.4702e-03,40000,global
HC,77764,5.8739e+04,115879,6.7108e-01,1.6418e-01,1.3802e-03,50000,global
HC,86469,6.5271e+04,130946,6.6034e-01,1.6188e-01,1.3088e-03,60000,global
HC,94176,7.1129e+04,144723,6.5073e-01,1.5925e-01,1.2532e-03,70000,global
HC,97813,7.3854e+04,151287,6.4654e-01,1.5837e-01,1.2290e-03,75000,global
HC,138,6.5877e+01,241,5.7261e-01,2.9926e-01,3.1866e-02,10,nfe
HC,105,5.6284e+01,224,4.6875e-01,2.1748e-01,3.3342e-02,10,fin
HC,156,8.2623e+01,266,5.8647e-01,2.7586e-01,3.0195e-02,10,mid
HC,183,1.0458e+02,296,6.1824e-01,2.6493e-01,2.8238e-02,10,oth
HC,86,4.2987e+01,206,4.1748e-01,2.0880e-01,3.4359e-02,10,ami
HC,130,6.9682e+01,249,5.2209e-01,2.4224e-01,3.1655e-02,10,asj
HC,218,1.3854e+02,361,6.0388e-01,2.2012e-01,2.5742e-02,10,afr
HC,144,6.8372e+01,253,5.6917e-01,2.9893e-01,3.1132e-02,10,eas
HC,151,7.7338e+01,261,5.7854e-01,2.8223e-01,3.0565e-02,10,sas
HC,139,7.8365e+01,253,5.4941e-01,2.3966e-01,3.1281e-02,10,amr
HC,197,9.0605e+01,347,5.6772e-01,3.0661e-01,2.6594e-02,20,nfe
HC,164,7.2753e+01,328,5.0000e-01,2.7819e-01,2.7608e-02,20,fin
HC,240,1.2697e+02,400,6.0000e-01,2.8258e-01,2.4495e-02,20,mid
HC,283,1.5744e+02,437,6.4760e-01,2.8733e-01,2.2852e-02,20,oth
HC,107,4.5132e+01,277,3.8628e-01,2.2335e-01,2.9255e-02,20,ami
HC,184,9.0163e+01,347,5.3026e-01,2.7042e-01,2.6792e-02,20,asj
HC,306,1.8115e+02,518,5.9073e-01,2.4103e-01,2.1604e-02,20,afr
HC,240,1.0433e+02,384,6.2500e-01,3.5331e-01,2.4705e-02,20,eas
HC,216,1.1316e+02,375,5.7600e-01,2.7424e-01,2.5520e-02,20,sas
HC,238,1.3212e+02,398,5.9799e-01,2.6604e-01,2.4577e-02,20,amr
HC,400,1.8151e+02,620,6.4516e-01,3.5241e-01,1.9216e-02,50,nfe
HC,227,1.0087e+02,495,4.5859e-01,2.5480e-01,2.2396e-02,50,fin
HC,454,2.4610e+02,709,6.4034e-01,2.9323e-01,1.8023e-02,50,mid
HC,540,3.1473e+02,824,6.5534e-01,2.7338e-01,1.6556e-02,50,oth
HC,119,4.7706e+01,380,3.1316e-01,1.8762e-01,2.3791e-02,50,ami
HC,285,1.3662e+02,553,5.1537e-01,2.6832e-01,2.1252e-02,50,asj
HC,518,2.8746e+02,879,5.8931e-01,2.6227e-01,1.6593e-02,50,afr
HC,462,2.2601e+02,692,6.6763e-01,3.4102e-01,1.7907e-02,50,eas
HC,476,2.5330e+02,711,6.6948e-01,3.1323e-01,1.7641e-02,50,sas
HC,481,2.6462e+02,736,6.5353e-01,2.9399e-01,1.7540e-02,50,amr
HC,640,3.2242e+02,969,6.6047e-01,3.2774e-01,1.5213e-02,100,nfe
HC,356,1.4571e+02,723,4.9239e-01,2.9086e-01,1.8593e-02,100,fin
HC,688,3.8193e+02,1068,6.4419e-01,2.8658e-01,1.4650e-02,100,mid
HC,888,5.0849e+02,1287,6.8998e-01,2.9488e-01,1.2892e-02,100,oth
HC,120,4.7924e+01,458,2.6201e-01,1.5737e-01,2.0547e-02,100,ami
HC,414,1.9760e+02,817,5.0673e-01,2.6488e-01,1.7491e-02,100,asj
HC,828,4.4683e+02,1356,6.1062e-01,2.8110e-01,1.3242e-02,100,afr
HC,776,4.1192e+02,1084,7.1587e-01,3.3587e-01,1.3698e-02,100,eas
HC,803,4.5493e+02,1146,7.0070e-01,3.0373e-01,1.3528e-02,100,sas
HC,805,4.5294e+02,1177,6.8394e-01,2.9911e-01,1.3552e-02,100,amr
HC,942,4.9037e+02,1353,6.9623e-01,3.3380e-01,1.2503e-02,158,nfe
HC,459,1.9005e+02,917,5.0055e-01,2.9330e-01,1.6511e-02,158,fin
HC,931,5.2320e+02,1421,6.5517e-01,2.8698e-01,1.2609e-02,158,mid
HC,1267,7.2494e+02,1782,7.1100e-01,3.0418e-01,1.0738e-02,158,oth
HC,122,4.7405e+01,511,2.3875e-01,1.4598e-01,1.8859e-02,158,ami
HC,498,2.4077e+02,1023,4.8680e-01,2.5145e-01,1.5627e-02,158,asj
HC,1131,6.1081e+02,1799,6.2868e-01,2.8915e-01,1.1391e-02,158,afr
HC,1110,6.3611e+02,1510,7.3510e-01,3.1383e-01,1.1356e-02,158,eas
HC,1161,6.8109e+02,1612,7.2022e-01,2.9771e-01,1.1180e-02,158,sas
HC,1135,6.4327e+02,1630,6.9632e-01,3.0168e-01,1.1390e-02,158,amr
HC,1157,6.2380e+02,1620,7.1420e-01,3.2913e-01,1.1225e-02,200,nfe
HC,540,2.2213e+02,1044,5.1724e-01,3.0447e-01,1.5465e-02,200,fin
HC,1483,8.6579e+02,2094,7.0821e-01,2.9475e-01,9.9340e-03,200,oth
HC,112,4.7809e+01,534,2.0974e-01,1.2021e-01,1.7618e-02,200,ami
HC,569,2.6619e+02,1159,4.9094e-01,2.6127e-01,1.4684e-02,200,asj
HC,1358,7.2981e+02,2108,6.4421e-01,2.9800e-01,1.0427e-02,200,afr
HC,1310,7.8551e+02,1776,7.3761e-01,2.9532e-01,1.0439e-02,200,eas
HC,1382,8.2809e+02,1902,7.2660e-01,2.9122e-01,1.0220e-02,200,sas
HC,1322,7.4942e+02,1887,7.0058e-01,3.0343e-01,1.0543e-02,200,amr
HC,2178,1.3362e+03,2922,7.4538e-01,2.8808e-01,8.0593e-03,456,nfe
HC,901,3.8433e+02,1621,5.5583e-01,3.1874e-01,1.2341e-02,456,fin
HC,2654,1.6277e+03,3705,7.1633e-01,2.7701e-01,7.4058e-03,456,oth
HC,138,5.2040e+01,632,2.1835e-01,1.3601e-01,1.6433e-02,456,ami
HC,796,3.6405e+02,1709,4.6577e-01,2.5275e-01,1.2066e-02,456,asj
HC,2442,1.3811e+03,3613,6.7589e-01,2.9365e-01,7.7866e-03,456,afr
HC,2439,1.6311e+03,3258,7.4862e-01,2.4798e-01,7.6001e-03,456,eas
HC,2562,1.6782e+03,3454,7.4175e-01,2.5588e-01,7.4471e-03,456,sas
HC,2230,1.3436e+03,3251,6.8594e-01,2.7267e-01,8.1403e-03,456,amr
HC,2368,1.4728e+03,3156,7.5032e-01,2.8365e-01,7.7046e-03,500,nfe
HC,948,4.1194e+02,1709,5.5471e-01,3.1367e-01,1.2022e-02,500,fin
HC,2822,1.7395e+03,3931,7.1788e-01,2.7537e-01,7.1778e-03,500,oth
HC,826,3.7829e+02,1785,4.6275e-01,2.5082e-01,1.1802e-02,500,asj
HC,2597,1.4836e+03,3835,6.7718e-01,2.9032e-01,7.5500e-03,500,afr
HC,2608,1.7621e+03,3483,7.4878e-01,2.4287e-01,7.3490e-03,500,eas
HC,2744,1.8079e+03,3688,7.4403e-01,2.5382e-01,7.1861e-03,500,sas
HC,2388,1.4436e+03,3482,6.8581e-01,2.7123e-01,7.8665e-03,500,amr
HC,4137,2.7968e+03,5306,7.7968e-01,2.5258e-01,5.6898e-03,1000,nfe
HC,1467,6.8603e+02,2515,5.8330e-01,3.1053e-01,9.8308e-03,1000,fin
HC,4725,3.0424e+03,6507,7.2614e-01,2.5858e-01,5.5282e-03,1000,oth
HC,1147,5.0231e+02,2445,4.6912e-01,2.6368e-01,1.0093e-02,1000,asj
HC,4418,2.6294e+03,6222,7.1006e-01,2.8746e-01,5.7522e-03,1000,afr
HC,4450,3.1435e+03,5849,7.6081e-01,2.2338e-01,5.5778e-03,1000,eas
HC,4620,3.1882e+03,6188,7.4661e-01,2.3138e-01,5.5293e-03,1000,sas
HC,3678,2.3615e+03,5483,6.7080e-01,2.4011e-01,6.3462e-03,1000,amr
HC,4283,2.9103e+03,5488,7.8043e-01,2.5013e-01,5.5879e-03,1047,nfe
HC,1501,7.0790e+02,2579,5.8201e-01,3.0752e-01,9.7123e-03,1047,fin
HC,4879,3.1482e+03,6711,7.2702e-01,2.5790e-01,5.4381e-03,1047,oth
HC,1176,5.1526e+02,2500,4.7040e-01,2.6430e-01,9.9825e-03,1047,asj
HC,4551,2.7217e+03,6410,7.0998e-01,2.8538e-01,5.6677e-03,1047,afr
HC,4607,3.2699e+03,6058,7.6048e-01,2.2071e-01,5.4834e-03,1047,eas
HC,4755,3.2961e+03,6372,7.4623e-01,2.2896e-01,5.4515e-03,1047,sas
HC,3792,2.4392e+03,5639,6.7246e-01,2.3990e-01,6.2498e-03,1047,amr
HC,6424,4.6113e+03,8127,7.9045e-01,2.2305e-01,4.5146e-03,1736,nfe
HC,2101,1.0601e+03,3506,5.9926e-01,2.9690e-01,8.2762e-03,1736,fin
HC,1630,6.9021e+02,3224,5.0558e-01,2.9150e-01,8.8053e-03,1736,asj
HC,6695,4.1379e+03,9233,7.2512e-01,2.7695e-01,4.6463e-03,1736,afr
HC,6660,4.9052e+03,8833,7.5399e-01,1.9867e-01,4.5825e-03,1736,eas
HC,6946,4.9478e+03,9317,7.4552e-01,2.1447e-01,4.5125e-03,1736,sas
HC,5287,3.4827e+03,7869,6.7188e-01,2.2929e-01,5.2930e-03,1736,amr
HC,7224,5.2302e+03,9099,7.9393e-01,2.1912e-01,4.2403e-03,2000,nfe
HC,2278,1.1745e+03,3805,5.9869e-01,2.9002e-01,7.9463e-03,2000,fin
HC,7363,4.6302e+03,10186,7.2285e-01,2.6829e-01,4.4348e-03,2000,afr
HC,7434,5.4918e+03,9857,7.5418e-01,1.9704e-01,4.3368e-03,2000,eas
HC,7732,5.5364e+03,10390,7.4418e-01,2.1132e-01,4.2806e-03,2000,sas
HC,5816,3.8821e+03,8658,6.7175e-01,2.2336e-01,5.0466e-03,2000,amr
HC,8376,6.1595e+03,10538,7.9484e-01,2.1033e-01,3.9338e-03,2419,nfe
HC,2632,1.3717e+03,4287,6.1395e-01,2.9399e-01,7.4355e-03,2419,fin
HC,8504,5.4141e+03,11713,7.2603e-01,2.6380e-01,4.1209e-03,2419,afr
HC,8544,6.3513e+03,11337,7.5364e-01,1.9341e-01,4.0469e-03,2419,eas
HC,8962,6.4551e+03,12058,7.4324e-01,2.0790e-01,3.9782e-03,2419,sas
HC,6644,4.4786e+03,9873,6.7295e-01,2.1933e-01,4.7214e-03,2419,amr
HC,8850,6.5439e+03,11138,7.9458e-01,2.0705e-01,3.8281e-03,2604,nfe
HC,2757,1.4550e+03,4483,6.1499e-01,2.9043e-01,7.2675e-03,2604,fin
HC,8953,5.7399e+03,12346,7.2517e-01,2.6026e-01,4.0178e-03,2604,afr
HC,8965,6.6963e+03,11935,7.5115e-01,1.9009e-01,3.9575e-03,2604,eas
HC,6990,4.7469e+03,10401,6.7205e-01,2.1566e-01,4.6033e-03,2604,amr
HC,14687,1.1274e+04,18645,7.8772e-01,1.8303e-01,2.9948e-03,5000,nfe
HC,4192,2.4009e+03,6655,6.2990e-01,2.6914e-01,5.9186e-03,5000,fin
HC,14127,9.4918e+03,19693,7.1736e-01,2.3537e-01,3.2087e-03,5000,afr
HC,10891,7.6914e+03,16289,6.6861e-01,1.9643e-01,3.6882e-03,5000,amr
HC,15399,1.1848e+04,19577,7.8659e-01,1.8137e-01,2.9283e-03,5316,nfe
HC,4376,2.5320e+03,6936,6.3091e-01,2.6586e-01,5.7942e-03,5316,fin
HC,14806,9.9838e+03,20655,7.1682e-01,2.3347e-01,3.1349e-03,5316,afr
HC,11296,8.0126e+03,16946,6.6659e-01,1.9376e-01,3.6215e-03,5316,amr
HC,20362,1.5824e+04,26232,7.7623e-01,1.7301e-01,2.5733e-03,7647,nfe
HC,19004,1.3031e+04,26917,7.0602e-01,2.2191e-01,2.7769e-03,7647,afr
HC,14417,1.0354e+04,21615,6.6699e-01,1.8798e-01,3.2056e-03,7647,amr
HC,24737,1.9334e+04,32307,7.6569e-01,1.6723e-01,2.3565e-03,10000,nfe
HC,22461,1.5602e+04,32437,6.9245e-01,2.1146e-01,2.5623e-03,10000,afr
HC,32705,2.5753e+04,43878,7.4536e-01,1.5844e-01,2.0798e-03,15000,nfe
HC,28500,2.0165e+04,42781,6.6618e-01,1.9482e-01,2.2800e-03,15000,afr
HC,39436,3.1086e+04,54117,7.2872e-01,1.5430e-01,1.9113e-03,20000,nfe
HC,33121,2.3649e+04,51453,6.4371e-01,1.8409e-01,2.1113e-03,20000,afr
HC,40311,3.1814e+04,55515,7.2613e-01,1.5306e-01,1.8927e-03,20744,nfe
HC,33824,2.4134e+04,52715,6.4164e-01,1.8381e-01,2.0885e-03,20744,afr
HC,45395,3.5836e+04,63575,7.1404e-01,1.5036e-01,1.7921e-03,25000,nfe
HC,50564,3.9967e+04,72182,7.0051e-01,1.4681e-01,1.7048e-03,30000,nfe
HC,54519,4.3045e+04,78756,6.9225e-01,1.4569e-01,1.6447e-03,34029,nfe
LC,60,5.0740e+01,140,4.2857e-01,6.6146e-02,4.1824e-02,10,global
LC,99,7.6742e+01,207,4.7826e-01,1.0753e-01,3.4720e-02,20,global
LC,136,1.0936e+02,298,4.5638e-01,8.9394e-02,2.8854e-02,50,global
LC,183,1.4953e+02,390,4.6923e-01,8.5820e-02,2.5270e-02,100,global
LC,227,1.9299e+02,494,4.5951e-01,6.8853e-02,2.2422e-02,158,global
LC,268,2.1931e+02,560,4.7857e-01,8.6950e-02,2.1109e-02,200,global
LC,471,3.7284e+02,876,5.3767e-01,1.1206e-01,1.6845e-02,456,global
LC,506,3.9772e+02,924,5.4762e-01,1.1719e-01,1.6374e-02,500,global
LC,813,6.5283e+02,1391,5.8447e-01,1.1514e-01,1.3214e-02,1000,global
LC,838,6.7322e+02,1427,5.8725e-01,1.1547e-01,1.3033e-02,1047,global
LC,1174,9.6479e+02,1923,6.1050e-01,1.0880e-01,1.1120e-02,1736,global
LC,1284,1.0632e+03,2087,6.1524e-01,1.0579e-01,1.0650e-02,2000,global
LC,1446,1.2047e+03,2327,6.2140e-01,1.0371e-01,1.0055e-02,2419,global
LC,1521,1.2711e+03,2436,6.2438e-01,1.0258e-01,9.8120e-03,2604,global
LC,2314,2.0053e+03,3675,6.2966e-01,8.4000e-02,7.9657e-03,5000,global
LC,2409,2.0915e+03,3821,6.3046e-01,8.3106e-02,7.8085e-03,5316,global
LC,3103,2.6920e+03,4854,6.3927e-01,8.4681e-02,6.8926e-03,7647,global
LC,3653,3.1949e+03,5753,6.3497e-01,7.9628e-02,6.3474e-03,10000,global
LC,4739,4.1449e+03,7501,6.3178e-01,7.9205e-02,5.5690e-03,15000,global
LC,5642,4.9305e+03,8997,6.2710e-01,7.9081e-02,5.0982e-03,20000,global
LC,5775,5.0480e+03,9229,6.2574e-01,7.8774e-02,5.0374e-03,20744,global
LC,6417,5.6231e+03,10357,6.1958e-01,7.6655e-02,4.7705e-03,25000,global
LC,7130,6.2377e+03,11599,6.1471e-01,7.6928e-02,4.5188e-03,30000,global
LC,7643,6.6993e+03,12543,6.0934e-01,7.5236e-02,4.3564e-03,34029,global
LC,8389,7.3483e+03,13897,6.0366e-01,7.4887e-02,4.1493e-03,40000,global
LC,9483,8.3087e+03,15956,5.9432e-01,7.3597e-02,3.8872e-03,50000,global
LC,10408,9.1231e+03,17780,5.8538e-01,7.2267e-02,3.6947e-03,60000,global
LC,11190,9.8552e+03,19437,5.7571e-01,6.8674e-02,3.5450e-03,70000,global
LC,11560,1.0188e+04,20213,5.7191e-01,6.7888e-02,3.4803e-03,75000,global
LC,40,3.2116e+01,119,3.3613e-01,6.6255e-02,4.3304e-02,10,nfe
LC,42,2.8849e+01,116,3.6207e-01,1.1337e-01,4.4622e-02,10,fin
LC,46,3.9494e+01,129,3.5659e-01,5.0436e-02,4.2173e-02,10,mid
LC,59,4.6979e+01,135,4.3704e-01,8.9047e-02,4.2691e-02,10,oth
LC,22,2.0575e+01,101,2.1782e-01,1.4105e-02,4.1072e-02,10,ami
LC,36,3.0142e+01,113,3.1858e-01,5.1837e-02,4.3831e-02,10,asj
LC,70,6.1788e+01,164,4.2683e-01,5.0071e-02,3.8623e-02,10,afr
LC,27,2.6575e+01,101,2.6733e-01,4.2067e-03,4.4037e-02,10,eas
LC,53,3.6563e+01,126,4.2063e-01,1.3046e-01,4.3979e-02,10,sas
LC,46,3.9508e+01,128,3.5938e-01,5.0719e-02,4.2410e-02,10,amr
LC,40,3.7091e+01,142,2.8169e-01,2.0487e-02,3.7748e-02,20,nfe
LC,46,2.9783e+01,136,3.3824e-01,1.1924e-01,4.0569e-02,20,fin
LC,75,5.5054e+01,178,4.2135e-01,1.1206e-01,3.7010e-02,20,mid
LC,88,6.4944e+01,183,4.8087e-01,1.2599e-01,3.6934e-02,20,oth
LC,20,1.8451e+01,116,1.7241e-01,1.3355e-02,3.5072e-02,20,ami
LC,48,3.6552e+01,146,3.2877e-01,7.8409e-02,3.8878e-02,20,asj
LC,80,7.4600e+01,215,3.7209e-01,2.5115e-02,3.2965e-02,20,afr
LC,45,3.5510e+01,131,3.4351e-01,7.2443e-02,4.1490e-02,20,eas
LC,77,5.0686e+01,169,4.5562e-01,1.5570e-01,3.8310e-02,20,sas
LC,61,5.4229e+01,164,3.7195e-01,4.1285e-02,3.7741e-02,20,amr
LC,85,6.0402e+01,206,4.1262e-01,1.1941e-01,3.4301e-02,50,nfe
LC,58,3.5338e+01,176,3.2955e-01,1.2876e-01,3.5431e-02,50,fin
LC,109,8.3953e+01,246,4.4309e-01,1.0182e-01,3.1672e-02,50,mid
LC,147,1.0953e+02,288,5.1042e-01,1.3012e-01,2.9456e-02,50,oth
LC,26,1.7623e+01,144,1.8056e-01,5.8175e-02,3.2054e-02,50,ami
LC,81,5.1843e+01,215,3.7674e-01,1.3561e-01,3.3047e-02,50,asj
LC,113,1.0082e+02,311,3.6334e-01,3.9148e-02,2.7273e-02,50,afr
LC,86,6.2601e+01,194,4.4330e-01,1.2061e-01,3.5666e-02,50,eas
LC,130,9.0928e+01,259,5.0193e-01,1.5086e-01,3.1068e-02,50,sas
LC,112,8.6620e+01,244,4.5902e-01,1.0402e-01,3.1902e-02,50,amr
LC,118,8.8537e+01,268,4.4030e-01,1.0994e-01,3.0324e-02,100,nfe
LC,74,4.3075e+01,217,3.4101e-01,1.4251e-01,3.2181e-02,100,fin
LC,160,1.2329e+02,349,4.5845e-01,1.0518e-01,2.6672e-02,100,mid
LC,209,1.5997e+02,406,5.1478e-01,1.2076e-01,2.4804e-02,100,oth
LC,25,1.6347e+01,160,1.5625e-01,5.4082e-02,2.8705e-02,100,ami
LC,95,6.2280e+01,264,3.5985e-01,1.2394e-01,2.9539e-02,100,asj
LC,188,1.4207e+02,435,4.3218e-01,1.0559e-01,2.3752e-02,100,afr
