lof_csq_collapsed,Singletons,Expected_Singletons,N_variants,PS,MAPS,MAPS_Sem,downsampling,population
synonymous_variant,87915,8.7915e+04,167608,5.2453e-01,-1.7364e-16,1.2198e-03,1000,sas
synonymous_variant,74010,7.4010e+04,168097,4.4028e-01,0.0000e+00,1.2108e-03,1000,amr
synonymous_variant,71613,7.1613e+04,131961,5.4268e-01,-1.1027e-16,1.3714e-03,1047,nfe
synonymous_variant,19483,1.9483e+04,68573,2.8412e-01,-5.3053e-17,1.7222e-03,1047,fin
synonymous_variant,98257,9.8257e+04,205315,4.7857e-01,0.0000e+00,1.1025e-03,1047,oth
synonymous_variant,16402,1.6402e+04,77191,2.1249e-01,-4.7130e-17,1.4723e-03,1047,asj
synonymous_variant,88967,8.8967e+04,205220,4.3352e-01,-1.4182e-16,1.0939e-03,1047,afr
synonymous_variant,81995,8.1995e+04,148722,5.5133e-01,9.7846e-17,1.2897e-03,1047,eas
synonymous_variant,90691,9.0691e+04,172330,5.2626e-01,0.0000e+00,1.2028e-03,1047,sas
synonymous_variant,75945,7.5945e+04,171748,4.4219e-01,0.0000e+00,1.1984e-03,1047,amr
synonymous_variant,101765,1.0177e+05,175801,5.7886e-01,0.0000e+00,1.1776e-03,1736,nfe
synonymous_variant,24881,2.4881e+04,79783,3.1186e-01,4.5598e-17,1.6401e-03,1736,fin
synonymous_variant,19008,1.9008e+04,86090,2.2079e-01,8.4516e-17,1.4137e-03,1736,asj
synonymous_variant,117174,1.1717e+05,256940,4.5604e-01,-1.6991e-16,9.8258e-04,1736,afr
synonymous_variant,111425,1.1143e+05,197283,5.6480e-01,0.0000e+00,1.1162e-03,1736,eas
synonymous_variant,122218,1.2222e+05,226728,5.3905e-01,6.4182e-17,1.0469e-03,1736,sas
synonymous_variant,96665,9.6665e+04,214268,4.5114e-01,-6.7915e-17,1.0750e-03,1736,amr
synonymous_variant,112020,1.1202e+05,191137,5.8607e-01,2.2840e-16,1.1266e-03,2000,nfe
synonymous_variant,26440,2.6440e+04,83167,3.1791e-01,0.0000e+00,1.6147e-03,2000,fin
synonymous_variant,126924,1.2692e+05,274646,4.6214e-01,5.2984e-17,9.5134e-04,2000,afr
synonymous_variant,120733,1.2073e+05,213308,5.6600e-01,6.8220e-17,1.0731e-03,2000,eas
synonymous_variant,132361,1.3236e+05,244855,5.4057e-01,1.1886e-16,1.0071e-03,2000,sas
synonymous_variant,104437,1.0444e+05,228963,4.5613e-01,0.0000e+00,1.0409e-03,2000,amr
synonymous_variant,127321,1.2732e+05,214091,5.9471e-01,6.7971e-17,1.0611e-03,2419,nfe
synonymous_variant,29075,2.9075e+04,88418,3.2884e-01,-4.1145e-17,1.5799e-03,2419,fin
synonymous_variant,140767,1.4077e+05,300066,4.6912e-01,-9.6991e-17,9.1103e-04,2419,afr
synonymous_variant,135143,1.3514e+05,237646,5.6867e-01,0.0000e+00,1.0159e-03,2419,eas
synonymous_variant,147438,1.4744e+05,272229,5.4160e-01,1.0691e-16,9.5498e-04,2419,sas
synonymous_variant,115285,1.1529e+05,250310,4.6057e-01,-1.7441e-16,9.9627e-04,2419,amr
synonymous_variant,133504,1.3350e+05,223506,5.9732e-01,2.6043e-16,1.0374e-03,2604,nfe
synonymous_variant,30206,3.0206e+04,90602,3.3339e-01,2.0077e-16,1.5662e-03,2604,fin
synonymous_variant,146470,1.4647e+05,310662,4.7148e-01,2.8105e-16,8.9561e-04,2604,afr
synonymous_variant,140973,1.4097e+05,247820,5.6885e-01,0.0000e+00,9.9482e-04,2604,eas
synonymous_variant,120091,1.2009e+05,259373,4.6301e-01,1.6831e-16,9.7907e-04,2604,amr
synonymous_variant,202054,2.0205e+05,331024,6.1039e-01,3.5168e-16,8.4760e-04,5000,nfe
synonymous_variant,42265,4.2265e+04,114200,3.7010e-01,0.0000e+00,1.4288e-03,5000,fin
synonymous_variant,206509,2.0651e+05,425546,4.8528e-01,1.3678e-16,7.6614e-04,5000,afr
synonymous_variant,168839,1.6884e+05,354764,4.7592e-01,0.0000e+00,8.3849e-04,5000,amr
synonymous_variant,209874,2.0987e+05,343728,6.1058e-01,2.5401e-16,8.3171e-04,5316,nfe
synonymous_variant,43764,4.3764e+04,116902,3.7436e-01,0.0000e+00,1.4155e-03,5316,fin
synonymous_variant,213297,2.1330e+05,438627,4.8628e-01,-1.3270e-16,7.5467e-04,5316,afr
synonymous_variant,173886,1.7389e+05,365036,4.7635e-01,-1.5946e-16,8.2664e-04,5316,amr
synonymous_variant,260020,2.6002e+05,429086,6.0599e-01,-6.7827e-17,7.4596e-04,7647,nfe
synonymous_variant,254294,2.5429e+05,523736,4.8554e-01,0.0000e+00,6.9061e-04,7647,afr
synonymous_variant,209472,2.0947e+05,435406,4.8110e-01,2.0053e-16,7.5720e-04,7647,amr
synonymous_variant,302361,3.0236e+05,504429,5.9941e-01,-1.1539e-16,6.8994e-04,10000,nfe
synonymous_variant,286876,2.8688e+05,596392,4.8102e-01,-9.7600e-17,6.4698e-04,10000,afr
synonymous_variant,376006,3.7601e+05,642658,5.8508e-01,0.0000e+00,6.1461e-04,15000,nfe
synonymous_variant,340121,3.4012e+05,725154,4.6903e-01,-1.6054e-16,5.8603e-04,15000,afr
synonymous_variant,432948,4.3295e+05,758887,5.7050e-01,1.5340e-16,5.6823e-04,20000,nfe
synonymous_variant,378020,3.7802e+05,828635,4.5620e-01,5.6196e-16,5.4716e-04,20000,afr
synonymous_variant,440510,4.4051e+05,774513,5.6876e-01,-7.5154e-17,5.6274e-04,20744,nfe
synonymous_variant,382794,3.8279e+05,842660,4.5427e-01,-3.4538e-16,5.4240e-04,20744,afr
synonymous_variant,480030,4.8003e+05,860076,5.5813e-01,-2.0303e-16,5.3548e-04,25000,nfe
synonymous_variant,520407,5.2041e+05,951170,5.4712e-01,1.2239e-16,5.1039e-04,30000,nfe
synonymous_variant,548740,5.4874e+05,1017656,5.3922e-01,0.0000e+00,4.9412e-04,34029,nfe
